sha256	retained_occurrences	retained_paths
562965e31635041e2133ccc7602b6185bdce5472541f3b54ac72795fb6bc98f2	10	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/dev/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/compress_consts.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/compress_consts.c
57596a314406068775605d6dab637603bbb612e03422c3e9ccf3a9c2983b3116	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_tobytes_native_aarch64/poly_tobytes_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_tobytes_native_x86_64/poly_tobytes_native_x86_64_harness.c
590e5d36ce4e9d699501b458ea0653a365e12bbd9f63a6abc7bbdaab2d6b2cfd	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/auto.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/auto.h
59962bfe29c558c7d7fdcd7e002defa6b25e6bdfd0dd640c0a8be22f95d9e4ec	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/armv81m/src/state_extract_bytes_x4_mve.S
59963fb54af67d45463616ac56c579f113ce5193dd74aa694c9dada7e997c214	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/README.md
5ed62d46877909cea8e01daad1715f6684ff9d779226c98d2d47b5688f629932	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/ppc64le/src/reduce_ppc_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/ppc64le/src/reduce_ppc_asm.S
626b95b3bd3c0340f6e1ab425aad57bad6c95bc44ba4cef7137e474cf9660d0b	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached_k4_native_aarch64/polyvec_basemul_acc_montgomery_cached_k4_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/polyvec_basemul_acc_montgomery_cached_k4_native_x86_64/polyvec_basemul_acc_montgomery_cached_k4_native_x86_64_harness.c
651e2401c7b63e97442f08d3f6ea422fd425ec85ca47dcfdd02d9f5fa78e5ae9	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/api.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/api.h
65770564ec922faca7ec072eefc16bfdba2495a20d51cae0f6cce207835cdd7e	10	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/custom_backend/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/keccakf1600.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/keccakf1600.c
67f7036e24743a850c679a25acf1350d832360287eeaa4eb29a2d8b7933744d0	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_tomont/poly_tomont_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/poly_tomont_native/poly_tomont_native_harness.c
6da9424313bb9fbb1c0f366df9c058e6464023732c09185be5f829791b6cf12e	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/ppc64le/src/consts.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/ppc64le/src/consts.h
6e7459b283764294b12771b84955892b4a9d6b2f0e82361af61e854e1f00ba25	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/keccakf1600_xor_bytes/keccakf1600_xor_bytes_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/keccakf1600_xor_bytes_BE/keccakf1600_xor_bytes_be_harness.c
6ec5ff24af95e300f1567e15371a4f64be24e4383963cf94944cd1c0e4ceb072	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/keccak_f1600_x1_native_aarch64/keccak_f1600_x1_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/keccak_f1600_x1_native_aarch64_v84a/keccak_f1600_x1_native_aarch64_v84a_harness.c
6f13510cb44b936d51129ecb71419e11cc6630578e4593027aa06a4a2e54dfd4	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/rej_uniform_native_aarch64/rej_uniform_native_aarch64_harness.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/proofs/cbmc/rej_uniform_native_x86_64/rej_uniform_native_x86_64_harness.c
6f5bc47ccc4b2d357d5aabffed4ae58ee5927415ce14a35169e2e96830c2e1d0	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/riscv64/src/rv64v_poly.c | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/riscv64/src/rv64v_poly.c
6fbe5f3b9607bf318a8e74d22452bce5890832b5048fdb952842f929036d7586	8	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/fips202/native/aarch64/src/keccak_f1600_x1_scalar_aarch64_asm.S
6ffcd01b440924698a857730185d07fc29f868de611db3555ccd00b2486a4b65	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/aarch64/README.md | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/aarch64/README.md
70416a0ad9998fc2f3f0d662f1b4d692f234cadc83ac3ba81ca501c3d636d26c	9	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/basic_deterministic/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_multilevel_native/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/monolithic_build_native/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/multilevel_build_native/mlkem_native/src/native/x86_64/src/ntt_avx2_asm.S | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/mlkem/src/native/x86_64/src/ntt_avx2_asm.S
70b7c2edd20951dcd8bee44ae114567ac406083a28eb127afd2d57e8b16a2bd8	2	upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202/custom_fips202/tiny_sha3/sha3.h | upstream/mlkem-native/barrett-reduce-af4c5abd-full-source-snapshot/examples/bring_your_own_fips202_static/custom_fips202/tiny_sha3/sha3.h
